Horario,Conta,Instrumento,Lado,QtdOrdem,QtdExecucaoAtual,QtdExecutadaAcumulada,PrecoExecutado,NotionaldaOrdem,NotionaldaExecucaoAtual,NotionaldaExecucaoAcumulada,EnteringTrader
2021-11-27T13:17:39.616,918239,IGTI3,1,18500,2300,18100,15.36,284160.0,35328.0,278016.0,WILLIAMS
2021-11-27T17:54:36.669,071264,BBAS3,1,4500,200,4500,16.14,72630.0,3228.0,72630.0,BROWN
2021-11-27T14:06:55.747,164532,VALE3,2,22500,2300,18200,13.11,294975.0,30153.0,238602.0,WILLIAMS
2021-11-27T16:09:37.707,498213,RAPT4,1,10500,4900,10000,16.66,174930.0,81634.0,166600.0,MILLER
2021-11-27T10:08:07.834,071264,BBAS3,2,8500,6100,6100,11.0,93500.0,67100.0,67100.0,GARCIA
2021-11-27T17:44:03.510,918239,PETR4,2,24500,14700,19200,18.26,447370.00000000006,268422.0,350592.00000000006,MARTINEZ
2021-11-27T15:04:55.744,164532,GOAU4,1,15500,1900,15500,16.89,261795.0,32091.0,261795.0,JOHNSON
2021-11-27T16:54:44.372,918239,RAPT4,2,19500,100,19500,14.96,291720.0,1496.0,291720.0,SMITH
2021-11-27T17:48:06.728,918237,ITUB4,1,6500,6500,6500,15.85,103025.0,103025.0,103025.0,JONES
2021-11-27T16:31:40.178,918237,BPAC11,1,22500,14300,22500,12.85,289125.0,183755.0,289125.0,JONES
2021-11-27T14:40:13.777,071264,ITUB4,2,24500,10100,10100,18.92,463540.00000000006,191092.00000000003,191092.00000000003,JONES
2021-11-27T12:24:03.689,981727,SLCE3,1,16500,16500,16500,12.65,208725.0,208725.0,208725.0,GARCIA
2021-11-27T15:53:46.860,918237,GOAU4,1,14500,14500,14500,19.48,282460.0,282460.0,282460.0,BROWN
2021-11-27T16:41:09.806,498213,RAPT4,1,10500,400,10400,16.66,174930.0,6664.0,173264.0,MILLER
2021-11-27T15:34:19.355,164532,RAPT4,2,3500,700,3000,17.88,62580.0,12516.0,53640.0,WILLIAMS
2021-11-27T16:20:19.688,164532,RAPT4,2,3500,500,3500,17.88,62580.0,8940.0,62580.0,WILLIAMS
2021-11-27T12:17:02.401,071264,POMO4,1,19500,19500,19500,15.16,295620.0,295620.0,295620.0,JONES
2021-11-27T16:32:05.212,071264,ITUB4,2,24500,14400,24500,18.92,463540.00000000006,272448.0,463540.00000000006,JONES
2021-11-27T13:20:09.012,918239,IGTI3,1,18500,300,18400,15.36,284160.0,4608.0,282624.0,WILLIAMS
2021-11-27T15:46:08.869,498213,VALE3,1,3500,3500,3500,19.61,68635.0,68635.0,68635.0,BROWN
2021-11-27T15:56:57.183,987453,GOAU4,2,12500,12500,12500,15.71,196375.0,196375.0,196375.0,SMITH
2021-11-27T17:41:48.732,849651,VALE3,2,20500,20300,20300,13.88,284540.0,281764.0,281764.0,SMITH
2021-11-27T17:47:54.388,987453,IGTI3,2,9500,3300,3300,13.27,126065.0,43791.0,43791.0,JOHNSON
2021-11-27T15:33:16.374,981727,POMO4,2,17500,17500,17500,14.61,255675.0,255675.0,255675.0,BROWN
2021-11-27T13:30:23.276,071264,VALE3,1,21500,9100,9100,18.26,392590.00000000006,166166.0,166166.0,MILLER
2021-11-27T14:43:07.107,879865,BPAC11,2,15500,11900,11900,19.59,303645.0,233121.0,233121.0,MILLER
2021-11-27T14:58:40.887,918239,IGTI3,1,18500,100,18500,15.36,284160.0,1536.0,284160.0,WILLIAMS
2021-11-27T10:52:51.697,987453,GOAU4,1,6500,6500,6500,14.36,93340.0,93340.0,93340.0,MARTINEZ
2021-11-27T15:52:15.604,918237,POMO4,1,24500,5600,5600,12.12,296940.0,67872.0,67872.0,JOHNSON
2021-11-27T16:46:32.348,498213,RAPT4,1,10500,100,10500,16.66,174930.0,1666.0,174930.0,MILLER
2021-11-27T16:46:45.507,981727,VALE3,2,3500,3500,3500,13.79,48265.0,48265.0,48265.0,WILLIAMS
2021-11-27T16:19:53.490,164532,VALE3,2,22500,4300,22500,13.11,294975.0,56373.0,294975.0,WILLIAMS
2021-11-27T16:09:08.703,918237,POMO4,1,24500,2900,8500,12.12,296940.0,35148.0,103020.0,JOHNSON
2021-11-27T10:36:57.835,981727,RAPT4,2,22500,1000,1000,14.22,319950.0,14220.0,14220.0,BROWN
2021-11-27T17:31:24.966,498213,GOAU4,1,21500,21500,21500,13.76,295840.0,295840.0,295840.0,JOHNSON
2021-11-27T12:33:41.544,918237,GOAU4,1,12500,200,200,10.3,128750.00000000001,2060.0,2060.0,WILLIAMS
2021-11-27T13:36:37.714,164532,RAPT4,1,17500,3100,3100,19.02,332850.0,58962.0,58962.0,JOHNSON
2021-11-27T15:36:33.688,071264,BBAS3,2,8500,700,6800,11.0,93500.0,7700.0,74800.0,GARCIA
2021-11-27T16:02:40.595,981727,VALE3,2,3500,3500,3500,19.91,69685.0,69685.0,69685.0,SMITH
2021-11-27T17:56:30.217,987453,IGTI3,2,9500,2500,5800,13.27,126065.0,33175.0,76966.0,JOHNSON
2021-11-27T16:27:43.511,879865,BPAC11,2,15500,2300,14200,19.59,303645.0,45057.0,278178.0,MILLER
2021-11-27T17:03:59.526,918237,POMO4,1,24500,10200,18700,12.12,296940.0,123623.99999999999,226643.99999999997,JOHNSON
2021-11-27T17:18:47.098,879865,BPAC11,2,15500,100,14300,19.59,303645.0,1959.0,280137.0,MILLER
2021-11-27T13:34:43.371,071264,IGTI3,1,13500,11800,11800,10.66,143910.0,125788.0,125788.0,RODRIGUEZ
2021-11-27T14:52:29.998,071264,IGTI3,1,13500,1700,13500,10.66,143910.0,18122.0,143910.0,RODRIGUEZ
2021-11-27T17:00:34.641,071264,BBAS3,2,8500,1500,8300,11.0,93500.0,16500.0,91300.0,GARCIA
2021-11-27T16:40:12.849,918237,RAPT4,2,16500,10400,10400,12.7,209550.0,132080.0,132080.0,MARTINEZ
2021-11-27T17:54:16.143,918239,PETR4,2,24500,3100,22300,18.26,447370.00000000006,56606.00000000001,407198.00000000006,MARTINEZ
2021-11-27T12:46:53.309,918239,BBAS3,2,3500,3500,3500,13.17,46095.0,46095.0,46095.0,MILLER
2021-11-27T17:08:25.490,918237,RAPT4,2,16500,6100,16500,12.7,209550.0,77470.0,209550.0,MARTINEZ
2021-11-27T17:55:58.327,918239,PETR4,2,24500,2200,24500,18.26,447370.00000000006,40172.0,447370.00000000006,MARTINEZ
2021-11-27T11:19:37.555,071264,VALE3,2,11500,11500,11500,15.72,180780.0,180780.0,180780.0,MARTINEZ
2021-11-27T11:57:43.142,987453,GOAU4,2,13500,13500,13500,14.91,201285.0,201285.0,201285.0,WILLIAMS
2021-11-27T13:52:19.031,164532,RAPT4,1,17500,14400,17500,19.02,332850.0,273888.0,332850.0,JOHNSON
2021-11-27T10:58:41.821,164532,BPAC11,1,12500,11000,11000,15.17,189625.0,166870.0,166870.0,WILLIAMS
2021-11-27T17:57:32.278,987453,IGTI3,2,9500,1900,7700,13.27,126065.0,25213.0,102179.0,JOHNSON
2021-11-27T17:14:21.366,071264,BBAS3,2,8500,200,8500,11.0,93500.0,2200.0,93500.0,GARCIA
2021-11-27T17:59:00.060,987453,IGTI3,2,9500,1700,9400,13.27,126065.0,22559.0,124738.0,JOHNSON
2021-11-27T16:19:48.814,849651,POMO4,2,14500,14500,14500,10.34,149930.0,149930.0,149930.0,BROWN
2021-11-27T12:42:53.679,498213,RAPT4,1,20500,16700,16700,11.93,244565.0,199231.0,199231.0,SMITH
2021-11-27T14:40:33.424,918237,GOAU4,1,12500,12300,12500,10.3,128750.00000000001,126690.00000000001,128750.00000000001,WILLIAMS
2021-11-27T12:54:34.690,071264,BPAC11,1,1500,1500,1500,13.78,20670.0,20670.0,20670.0,JOHNSON
2021-11-27T11:20:26.209,498213,RAPT4,2,3500,3500,3500,12.06,42210.0,42210.0,42210.0,JOHNSON
2021-11-27T17:46:03.318,879865,BPAC11,2,15500,800,15100,19.59,303645.0,15672.0,295809.0,MILLER
2021-11-27T17:53:01.292,849651,VALE3,2,20500,200,20500,13.88,284540.0,2776.0,284540.0,SMITH
2021-11-27T15:20:40.544,071264,VALE3,1,21500,4500,13600,18.26,392590.00000000006,82170.0,248335.99999999988,MILLER
2021-11-27T17:48:37.864,879865,BPAC11,2,15500,400,15500,19.59,303645.0,7836.0,303645.0,MILLER
2021-11-27T14:54:05.729,164532,BPAC11,1,12500,1500,12500,15.17,189625.0,22755.0,189625.0,WILLIAMS
2021-11-27T17:59:43.904,987453,IGTI3,2,9500,100,9500,13.27,126065.0,1327.0,126065.0,JOHNSON
2021-11-27T17:13:07.566,918237,BPAC11,1,3500,2400,2400,18.08,63279.99999999999,43391.99999999999,43391.99999999999,JOHNSON
2021-11-27T10:34:26.300,918237,IGTI3,1,3500,3500,3500,15.77,55195.0,55195.0,55195.0,SMITH
2021-11-27T17:45:09.502,918239,IGTI3,1,9500,2400,2400,15.94,151430.0,38256.0,38256.0,JOHNSON
2021-11-27T16:39:29.336,071264,VALE3,1,21500,3900,17500,18.26,392590.00000000006,71214.0,319550.0,MILLER
2021-11-27T17:19:13.078,918239,GOAU4,1,1500,1000,1000,11.72,17580.0,11720.0,11720.0,JOHNSON
2021-11-27T12:43:21.347,498213,RAPT4,1,20500,3800,20500,11.93,244565.0,45334.0,244565.0,SMITH
2021-11-27T17:25:04.660,918237,BPAC11,1,3500,100,2500,18.08,63279.99999999999,1807.9999999999998,45199.99999999999,JOHNSON
2021-11-27T17:25:37.700,918237,BPAC11,1,3500,200,2700,18.08,63279.99999999999,3615.9999999999995,48815.99999999999,JOHNSON
2021-11-27T17:52:49.808,918239,IGTI3,1,9500,4600,7000,15.94,151430.0,73324.0,111580.0,JOHNSON
2021-11-27T15:34:54.614,981727,RAPT4,2,22500,21500,22500,14.22,319950.0,305730.0,319950.0,BROWN
2021-11-27T17:30:30.903,918237,POMO4,1,24500,5800,24500,12.12,296940.0,70296.0,296940.0,JOHNSON
2021-11-27T17:26:12.796,918237,BPAC11,1,3500,800,3500,18.08,63279.99999999999,14463.999999999998,63279.99999999999,JOHNSON
2021-11-27T17:36:10.400,918239,GOAU4,1,1500,300,1300,11.72,17580.0,3516.0,15236.0,JOHNSON
2021-11-27T10:23:11.149,918237,POMO4,2,9500,9500,9500,18.26,173470.00000000003,173470.00000000003,173470.00000000003,JONES
2021-11-27T15:04:44.822,987453,SLCE3,1,15500,300,300,10.2,158100.0,3060.0,3060.0,JONES
2021-11-27T17:50:40.886,918239,GOAU4,1,1500,100,1400,11.72,17580.0,1172.0,16408.0,JOHNSON
2021-11-27T17:57:31.219,918239,GOAU4,1,1500,100,1500,11.72,17580.0,1172.0,17580.0,JOHNSON
